month,region,district,gender,age_group,industry,transaction_count,payment_amount,source_date,avg_ticket,source
2025-11,수원시 권선구,곡선동,남,20대,학원,17,256633,2026-01-20,15096,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,기타의료,25,1365722,2026-01-20,54629,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,레저/문화 용품,20,354320,2026-01-20,17716,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,레저/스포츠 서비스,244,1007813,2026-01-20,4130,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,문화/취미,352,285144,2026-01-20,810,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,미용/위생,213,2644503,2026-01-20,12416,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,서적/문구/학습자재,30,429243,2026-01-20,14308,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,신변잡화,5,5803,2026-01-20,1161,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,약국,403,830539,2026-01-20,2061,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,용역서비스,52,340869,2026-01-20,6555,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,음료/식품,353,1188034,2026-01-20,3366,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,의류,4,16164,2026-01-20,4041,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,의원,273,1935980,2026-01-20,7092,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,일반/휴게 음식,2542,10397382,2026-01-20,4090,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,일반유통,1272,2619875,2026-01-20,2060,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,자동차 정비/유지,33,397181,2026-01-20,12036,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,전자상거래,2,5103,2026-01-20,2552,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,주유/충전소,8,40561,2026-01-20,5070,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,30대,학원,93,2317525,2026-01-20,24920,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,건축자재,1,2161,2026-01-20,2161,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,기타의료,16,1202071,2026-01-20,75129,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,레저/문화 용품,38,239123,2026-01-20,6293,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,레저/스포츠 서비스,121,357383,2026-01-20,2954,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,문화/취미,151,335998,2026-01-20,2225,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,미용/위생,258,2017762,2026-01-20,7821,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,서적/문구/학습자재,86,359400,2026-01-20,4179,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,신변잡화,17,32987,2026-01-20,1940,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,약국,619,1484654,2026-01-20,2398,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,용역서비스,89,1181004,2026-01-20,13270,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,음료/식품,349,944860,2026-01-20,2707,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,의류,4,28212,2026-01-20,7053,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,의원,416,2417007,2026-01-20,5810,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,일반/휴게 음식,3354,15461172,2026-01-20,4610,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,일반유통,1423,3151170,2026-01-20,2214,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,자동차 정비/유지,42,624568,2026-01-20,14871,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,자동차판매,1,5000,2026-01-20,5000,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,전자상거래,3,16720,2026-01-20,5573,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,전자제품,1,2364,2026-01-20,2364,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,주유/충전소,16,67246,2026-01-20,4203,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,40대,학원,469,16337785,2026-01-20,34835,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,기타의료,8,53556,2026-01-20,6694,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,레저/문화 용품,9,100196,2026-01-20,11133,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,레저/스포츠 서비스,116,443003,2026-01-20,3819,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,문화/취미,38,119563,2026-01-20,3146,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,미용/위생,167,1110146,2026-01-20,6648,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,서적/문구/학습자재,19,74600,2026-01-20,3926,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,신변잡화,1,820,2026-01-20,820,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,약국,237,569442,2026-01-20,2403,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,용역서비스,62,167247,2026-01-20,2698,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,음료/식품,194,795647,2026-01-20,4101,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,의류,5,49564,2026-01-20,9913,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,의원,173,1661622,2026-01-20,9605,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,일반/휴게 음식,2358,10211016,2026-01-20,4330,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,일반유통,1271,2853967,2026-01-20,2245,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,자동차 정비/유지,17,196581,2026-01-20,11564,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,전자상거래,2,12913,2026-01-20,6456,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,주유/충전소,9,50445,2026-01-20,5605,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,학교/교육,1,19457,2026-01-20,19457,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,50대,학원,185,5476295,2026-01-20,29602,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,건축자재,1,500,2026-01-20,500,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,기타의료,3,220000,2026-01-20,73333,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,레저/문화 용품,3,54630,2026-01-20,18210,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,레저/스포츠 서비스,151,529013,2026-01-20,3503,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,문화/취미,22,162981,2026-01-20,7408,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,미용/위생,74,854096,2026-01-20,11542,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,서적/문구/학습자재,13,11074,2026-01-20,852,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,신변잡화,3,2925,2026-01-20,975,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,약국,128,456758,2026-01-20,3568,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,용역서비스,23,179798,2026-01-20,7817,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,음료/식품,151,747104,2026-01-20,4948,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,의류,1,37083,2026-01-20,37083,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,의원,137,1019827,2026-01-20,7444,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,일반/휴게 음식,1115,5444151,2026-01-20,4883,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,일반유통,528,1594203,2026-01-20,3019,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,자동차 정비/유지,9,93124,2026-01-20,10347,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,전자제품,1,8297,2026-01-20,8297,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,주유/충전소,4,17905,2026-01-20,4476,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,남,60대 이상,학원,12,497052,2026-01-20,41421,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,10대,레저/스포츠 서비스,1,2000,2026-01-20,2000,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,10대,미용/위생,1,5150,2026-01-20,5150,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,10대,서적/문구/학습자재,1,220,2026-01-20,220,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,10대,약국,3,4588,2026-01-20,1529,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,10대,용역서비스,8,49721,2026-01-20,6215,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,10대,음료/식품,12,7667,2026-01-20,639,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,10대,의원,6,37565,2026-01-20,6261,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,10대,일반/휴게 음식,99,427956,2026-01-20,4323,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,10대,일반유통,98,238774,2026-01-20,2436,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,10대,학원,19,566300,2026-01-20,29805,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,건축자재,1,3727,2026-01-20,3727,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,기타의료,3,171845,2026-01-20,57282,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,레저/문화 용품,3,200970,2026-01-20,66990,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,레저/스포츠 서비스,57,944370,2026-01-20,16568,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,문화/취미,92,277542,2026-01-20,3017,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,미용/위생,49,1508897,2026-01-20,30794,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,서적/문구/학습자재,9,23996,2026-01-20,2666,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,신변잡화,4,17608,2026-01-20,4402,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,약국,51,222766,2026-01-20,4368,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,용역서비스,19,213087,2026-01-20,11215,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,음료/식품,130,765852,2026-01-20,5891,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,의원,41,406392,2026-01-20,9912,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,일반/휴게 음식,1002,8272457,2026-01-20,8256,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,일반유통,470,2011188,2026-01-20,4279,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,자동차 정비/유지,3,84566,2026-01-20,28189,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,전자상거래,1,1368,2026-01-20,1368,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,20대,학원,14,515219,2026-01-20,36801,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,건축자재,1,85121,2026-01-20,85121,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,기타의료,52,5513205,2026-01-20,106023,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,레저/문화 용품,25,304455,2026-01-20,12178,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,레저/스포츠 서비스,160,888278,2026-01-20,5552,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,문화/취미,475,349761,2026-01-20,736,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,미용/위생,200,3414072,2026-01-20,17070,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,서적/문구/학습자재,72,121911,2026-01-20,1693,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,신변잡화,16,15692,2026-01-20,981,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,약국,738,1336251,2026-01-20,1811,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,용역서비스,78,747630,2026-01-20,9585,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,음료/식품,545,2051012,2026-01-20,3763,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,의류,13,71760,2026-01-20,5520,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,의원,507,3027954,2026-01-20,5972,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,일반/휴게 음식,3326,12866457,2026-01-20,3868,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,일반유통,857,2285216,2026-01-20,2667,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,자동차 정비/유지,13,566344,2026-01-20,43565,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,전자상거래,5,13694,2026-01-20,2739,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,전자제품,1,7992,2026-01-20,7992,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,주유/충전소,3,17608,2026-01-20,5869,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,30대,학원,162,3702765,2026-01-20,22857,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,기타의료,17,587695,2026-01-20,34570,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,레저/문화 용품,28,281739,2026-01-20,10062,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,레저/스포츠 서비스,186,1130087,2026-01-20,6076,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,문화/취미,338,521234,2026-01-20,1542,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,미용/위생,290,3534447,2026-01-20,12188,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,서적/문구/학습자재,135,291322,2026-01-20,2158,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,신변잡화,19,33119,2026-01-20,1743,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,약국,789,1665081,2026-01-20,2110,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,용역서비스,149,1068954,2026-01-20,7174,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,음료/식품,717,2588320,2026-01-20,3610,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,의류,8,30359,2026-01-20,3795,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,의원,533,3834832,2026-01-20,7195,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,일반/휴게 음식,4789,17769745,2026-01-20,3711,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,일반유통,1161,3135235,2026-01-20,2700,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,자동차 정비/유지,10,177942,2026-01-20,17794,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,전자상거래,3,8701,2026-01-20,2900,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,전자제품,5,5303,2026-01-20,1061,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,주유/충전소,13,71094,2026-01-20,5469,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,학교/교육,3,330941,2026-01-20,110314,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,40대,학원,541,14997074,2026-01-20,27721,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,50대,건축자재,1,2000,2026-01-20,2000,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,50대,기타의료,20,324866,2026-01-20,16243,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,50대,레저/문화 용품,7,125680,2026-01-20,17954,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,50대,레저/스포츠 서비스,54,273969,2026-01-20,5074,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,50대,문화/취미,50,457043,2026-01-20,9141,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,50대,미용/위생,151,1920218,2026-01-20,12717,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,여,50대,서적/문구/학습자재,30,124667,2026-01-20,4156,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
