month,region,district,industry,age_group,payment_amount,transaction_count,avg_ticket,event_participation,revisit_rate,merchant_count,gender,source_date,source
2025-11,수원시 권선구,곡선동,음료/식품,30대,1188034,353,3366,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의류,30대,16164,4,4041,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의원,30대,1935980,273,7092,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반/휴게 음식,30대,10397382,2542,4090,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반유통,30대,2619875,1272,2060,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,자동차 정비/유지,30대,397181,33,12036,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,전자상거래,30대,5103,2,2552,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,주유/충전소,30대,40561,8,5070,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,학원,30대,2317525,93,24920,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,건축자재,40대,2161,1,2161,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,기타의료,40대,1202071,16,75129,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/문화 용품,40대,239123,38,6293,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/스포츠 서비스,40대,357383,121,2954,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,문화/취미,40대,335998,151,2225,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,미용/위생,40대,2017762,258,7821,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,서적/문구/학습자재,40대,359400,86,4179,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,신변잡화,40대,32987,17,1940,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,약국,40대,1484654,619,2398,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,용역서비스,40대,1181004,89,13270,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,음료/식품,40대,944860,349,2707,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의류,40대,28212,4,7053,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의원,40대,2417007,416,5810,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반/휴게 음식,40대,15461172,3354,4610,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반유통,40대,3151170,1423,2214,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,자동차 정비/유지,40대,624568,42,14871,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,자동차판매,40대,5000,1,5000,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,전자상거래,40대,16720,3,5573,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,전자제품,40대,2364,1,2364,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,주유/충전소,40대,67246,16,4203,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,학원,40대,16337785,469,34835,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,기타의료,50대,53556,8,6694,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/문화 용품,50대,100196,9,11133,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/스포츠 서비스,50대,443003,116,3819,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,문화/취미,50대,119563,38,3146,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,미용/위생,50대,1110146,167,6648,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,서적/문구/학습자재,50대,74600,19,3926,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,신변잡화,50대,820,1,820,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,약국,50대,569442,237,2403,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,용역서비스,50대,167247,62,2698,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,음료/식품,50대,795647,194,4101,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의류,50대,49564,5,9913,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의원,50대,1661622,173,9605,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반/휴게 음식,50대,10211016,2358,4330,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반유통,50대,2853967,1271,2245,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,자동차 정비/유지,50대,196581,17,11564,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,전자상거래,50대,12913,2,6456,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,주유/충전소,50대,50445,9,5605,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,학교/교육,50대,19457,1,19457,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,학원,50대,5476295,185,29602,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,건축자재,60대 이상,500,1,500,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,기타의료,60대 이상,220000,3,73333,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/문화 용품,60대 이상,54630,3,18210,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/스포츠 서비스,60대 이상,529013,151,3503,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,문화/취미,60대 이상,162981,22,7408,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,미용/위생,60대 이상,854096,74,11542,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,서적/문구/학습자재,60대 이상,11074,13,852,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,신변잡화,60대 이상,2925,3,975,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,약국,60대 이상,456758,128,3568,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,용역서비스,60대 이상,179798,23,7817,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,음료/식품,60대 이상,747104,151,4948,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의류,60대 이상,37083,1,37083,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의원,60대 이상,1019827,137,7444,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반/휴게 음식,60대 이상,5444151,1115,4883,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반유통,60대 이상,1594203,528,3019,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,자동차 정비/유지,60대 이상,93124,9,10347,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,전자제품,60대 이상,8297,1,8297,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,주유/충전소,60대 이상,17905,4,4476,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,학원,60대 이상,497052,12,41421,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/스포츠 서비스,10대,2000,1,2000,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,미용/위생,10대,5150,1,5150,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,서적/문구/학습자재,10대,220,1,220,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,약국,10대,4588,3,1529,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,용역서비스,10대,49721,8,6215,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,음료/식품,10대,7667,12,639,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의원,10대,37565,6,6261,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반/휴게 음식,10대,427956,99,4323,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반유통,10대,238774,98,2436,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,학원,10대,566300,19,29805,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,건축자재,20대,3727,1,3727,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,기타의료,20대,171845,3,57282,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/문화 용품,20대,200970,3,66990,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/스포츠 서비스,20대,944370,57,16568,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,문화/취미,20대,277542,92,3017,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,미용/위생,20대,1508897,49,30794,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,서적/문구/학습자재,20대,23996,9,2666,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,신변잡화,20대,17608,4,4402,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,약국,20대,222766,51,4368,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,용역서비스,20대,213087,19,11215,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,음료/식품,20대,765852,130,5891,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의원,20대,406392,41,9912,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반/휴게 음식,20대,8272457,1002,8256,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반유통,20대,2011188,470,4279,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,자동차 정비/유지,20대,84566,3,28189,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,전자상거래,20대,1368,1,1368,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,학원,20대,515219,14,36801,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,건축자재,30대,85121,1,85121,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,기타의료,30대,5513205,52,106023,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/문화 용품,30대,304455,25,12178,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/스포츠 서비스,30대,888278,160,5552,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,문화/취미,30대,349761,475,736,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,미용/위생,30대,3414072,200,17070,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,서적/문구/학습자재,30대,121911,72,1693,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,신변잡화,30대,15692,16,981,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,약국,30대,1336251,738,1811,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,용역서비스,30대,747630,78,9585,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,음료/식품,30대,2051012,545,3763,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의류,30대,71760,13,5520,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,의원,30대,3027954,507,5972,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반/휴게 음식,30대,12866457,3326,3868,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,일반유통,30대,2285216,857,2667,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,자동차 정비/유지,30대,566344,13,43565,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,전자상거래,30대,13694,5,2739,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,전자제품,30대,7992,1,7992,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,주유/충전소,30대,17608,3,5869,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,학원,30대,3702765,162,22857,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,기타의료,40대,587695,17,34570,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/문화 용품,40대,281739,28,10062,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,레저/스포츠 서비스,40대,1130087,186,6076,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,문화/취미,40대,521234,338,1542,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,미용/위생,40대,3534447,290,12188,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,곡선동,서적/문구/학습자재,40대,291322,135,2158,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
